"Bug
ID",Product,Component,Assignee,Status,Resolution,Summary,Changed,"Assignee
Real
Name",Classification,Hardware,"Number of
Comments",Opened,OS,Priority,Reporter,"Reporter
Real
Name",Severity,"Target
Milestone",Version,Votes
289460,PDE,UI,cwindatt,VERIFIED,FIXED,Make PDE completion proposals auto-insertable,10/27/2009 17:30,Curtis Windatt,Eclipse,All,8,9/15/2009 9:01,All,P3,remy.suen,Remy Suen,enhancement,3.6 M3,3.4.2,0
290634,PDE,UI,cwindatt,VERIFIED,FIXED,Should warn if multiple plugin projects in workspace with the same name,8/4/2010 11:52,Curtis Windatt,Eclipse,All,10,9/26/2009 17:34,All,P3,francisu,Francis Upton IV,enhancement,3.7 M1,3.5.1,0
290979,PDE,UI,cwindatt,VERIFIED,FIXED,Application.close() method provided by template is not correct,10/27/2009 14:17,Curtis Windatt,Eclipse,PC,6,9/30/2009 18:40,Windows XP,P3,eric.jain,Eric Jain,minor,3.6 M3,3.5,0
291166,PDE,UI,cwindatt,VERIFIED,FIXED,Fatal error written to console while editing and/or saving plugin.xml,10/7/2009 2:38,Curtis Windatt,Eclipse,All,3,10/2/2009 5:32,All,P3,daniel_megert,Dani Megert,normal,3.6 M3,3.6,0
292294,PDE,UI,cwindatt,VERIFIED,FIXED,Dynamic help not working on extension point template configuration dialog,10/27/2009 14:13,Curtis Windatt,Eclipse,PC,4,10/14/2009 11:56,Windows XP,P3,srikanth.eclispedev,Srikanth Reddy Lingala,normal,3.6 M3,4,0
292936,PDE,UI,cwindatt,VERIFIED,FIXED,"""Plug-in with a property page"" template generates incorrect code",12/7/2009 8:13,Curtis Windatt,Eclipse,PC,4,10/21/2009 14:27,Windows Vista,P3,owong,Oliver Wong,minor,3.6 M4,3.5,0
293583,PDE,UI,cwindatt,VERIFIED,FIXED,non-externalized string warning in P2Utils,12/7/2009 8:37,Curtis Windatt,Eclipse,PC,4,10/28/2009 11:38,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.6 M4,3.6,0
293693,JDT,Debug,cwindatt,VERIFIED,FIXED,'Scrapbook Page' wizard icons does not have the + sign,11/2/2009 14:19,Curtis Windatt,Eclipse,All,4,10/29/2009 12:50,All,P3,remy.suen,Remy Suen,minor,3.6 M4,3.6,0
293694,JDT,Debug,cwindatt,VERIFIED,FIXED,'Scrapbook Page' wizard needs a description,11/2/2009 14:17,Curtis Windatt,Eclipse,All,7,10/29/2009 12:51,All,P3,remy.suen,Remy Suen,normal,3.6 M4,3.6,0
293771,PDE,UI,cwindatt,VERIFIED,FIXED,Deselecting 'Include all plug-ins from target in Java search' does not remove them,3/3/2010 9:11,Curtis Windatt,Eclipse,PC,17,10/30/2009 7:10,Windows XP,P3,daniel_megert,Dani Megert,normal,3.6 M6,3.6,0
294000,PDE,UI,cwindatt,VERIFIED,FIXED,[import] Import holding on to import streams longer than it should be,1/25/2010 11:23,Curtis Windatt,Eclipse,PC,9,11/2/2009 17:18,Linux,P3,cwindatt,Curtis Windatt,normal,3.5.2,3.6,0
295145,PDE,UI,cwindatt,VERIFIED,FIXED,Eclipse RCP with a view template,12/7/2009 8:10,Curtis Windatt,Eclipse,PC,7,11/13/2009 18:48,Windows XP,P3,Lars.Vogel,Lars Vogel,normal,3.6 M4,3.5,0
295827,PDE,UI,cwindatt,VERIFIED,FIXED,[import] Plug-in import wizard should use qualifier color to render the version,12/10/2009 3:19,Curtis Windatt,Eclipse,All,6,11/23/2009 3:22,All,P3,daniel_megert,Dani Megert,trivial,3.6 M4,3.6,0
297187,PDE,UI,cwindatt,VERIFIED,FIXED,UI polish for Delete Plug-in Projects dialog,12/15/2009 3:12,Curtis Windatt,Eclipse,PC,14,12/8/2009 7:30,Mac OS X - Carbon (unsup.),P3,markus_keller,Markus Keller,trivial,3.6 M5,3.6,0
297446,PDE,UI,cwindatt,VERIFIED,FIXED,Polish 'Delete Plug-in Projects' dialog,1/19/2010 9:33,Curtis Windatt,Eclipse,All,3,12/10/2009 3:21,All,P3,daniel_megert,Dani Megert,trivial,3.6 M5,3.6,0
299298,PDE,UI,cwindatt,VERIFIED,FIXED,[spy] NullPointerException while invoking the Plug-in Spy,10/18/2012 15:00,Curtis Windatt,Eclipse,PC,8,1/11/2010 12:02,Windows XP,P3,fabian.knoll,,normal,4.3 M3,3.6,0
300305,PDE,UI,cwindatt,VERIFIED,FIXED,pde.core has no range for required bundle org.eclipse.equinox.p2.touchpoint.eclipse,1/26/2010 3:01,Curtis Windatt,Eclipse,PC,4,1/21/2010 3:32,Windows XP,P3,daniel_megert,Dani Megert,normal,3.6 M5,3.6,0
300771,PDE,UI,cwindatt,VERIFIED,FIXED,Dead code in pde.ui,2/10/2010 4:05,Curtis Windatt,Eclipse,All,3,1/26/2010 3:14,All,P3,daniel_megert,Dani Megert,normal,3.6 M6,3.6,0
304510,PDE,UI,cwindatt,VERIFIED,FIXED,Plug-ins view Removing from Java Search should not be allowed if global pref is enabled,3/16/2010 4:23,Curtis Windatt,Eclipse,All,4,3/3/2010 9:18,All,P3,daniel_megert,Dani Megert,normal,3.6 M6,3.6,0
304531,PDE,UI,cwindatt,VERIFIED,FIXED,"Rename ""PDE Tools"" menu",10/25/2011 13:59,Curtis Windatt,Eclipse,PC,6,3/3/2010 10:52,Windows XP,P3,deboer,Tim deBoer,normal,3.8 M3,3.6,0
305149,PDE,UI,cwindatt,VERIFIED,FIXED,PDE warns that symbolic names containing dash ('-') characters are invalid when specified in the id attribute of the plugin element of a feature.xml,8/8/2013 12:32,Curtis Windatt,Eclipse,PC,5,3/9/2010 8:58,Linux,P3,tara,Tara Simpson,normal,4.4 M1,4,0
305236,PDE,UI,cwindatt,VERIFIED,FIXED,feature based target with 'feature locations' does not work properly,3/25/2010 14:21,Curtis Windatt,Eclipse,PC,6,3/9/2010 15:30,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.6 M7,3.6,0
307143,PDE,UI,cwindatt,VERIFIED,FIXED,timestamp attribute in launch configurations annoying when versioning .launch files,5/8/2012 14:16,Curtis Windatt,Eclipse,All,11,3/25/2010 17:18,All,P3,ralf,Ralf Ebert,normal,3.8 M7,3.6,0
307170,PDE,UI,cwindatt,VERIFIED,FIXED,The Plug-in Manifest Editor seems to duplicate the quick fix menu,10/26/2010 2:34,Curtis Windatt,Eclipse,PC,10,3/26/2010 6:57,Windows XP,P3,mschorn.eclipse,Markus Schorn,normal,3.7 M3,3.3,0
307175,PDE,UI,cwindatt,VERIFIED,FIXED,Filtering in Error Log view is voodoo,4/15/2010 4:35,Curtis Windatt,Eclipse,PC,8,3/26/2010 9:16,Windows XP,P3,daniel_megert,Dani Megert,normal,3.6 M7,3.6,0
307553,PDE,UI,cwindatt,VERIFIED,FIXED,Compiler warnings in N20100329-2000,4/7/2010 2:05,Curtis Windatt,Eclipse,PC,5,3/30/2010 12:35,Windows XP,P3,Olivier_Thomann,Olivier Thomann,normal,3.6 M7,3.6,0
308070,PDE,UI,cwindatt,VERIFIED,FIXED,pde.exportPlugins ant task doesn't support cycles,3/8/2011 6:33,Curtis Windatt,Eclipse,All,10,4/5/2010 7:28,All,P3,ekke,ekkehard gentz,enhancement,3.7 M6,3.6,1
308636,Platform,Debug,cwindatt,VERIFIED,FIXED,Translation Question - WSW36#078,4/9/2010 9:43,Curtis Windatt,Eclipse,PC,3,4/9/2010 8:50,Windows XP,P3,rewagner,Ross Wagner,normal,3.6 M7,3.6,0
309726,JDT,Debug,cwindatt,VERIFIED,FIXED,Two broken links on page /org.eclipse.jdt.doc.user/reference/ref-menu-navigate.htm,6/3/2010 7:02,Curtis Windatt,Eclipse,PC,3,4/19/2010 14:25,Windows XP,P3,cgold,Chris Goldthorpe,normal,3.6 RC4,3.6,0
310142,PDE,UI,cwindatt,VERIFIED,FIXED,BuildErrorReporter.validateExecutionEnvironment(...) wrongly write to .log,4/23/2010 3:49,Curtis Windatt,Eclipse,All,3,4/22/2010 12:06,All,P3,daniel_megert,Dani Megert,major,3.6 M7,3.6,0
310496,PDE,UI,cwindatt,VERIFIED,FIXED,Non-NLS'd string,4/30/2010 9:52,Curtis Windatt,Eclipse,PC,3,4/26/2010 12:49,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.6 M7,3.6,0
310520,PDE,UI,cwindatt,VERIFIED,FIXED,NPE launching with features and external resolution mode,4/29/2010 3:10,Curtis Windatt,Eclipse,PC,7,4/26/2010 14:57,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.6 M7,3.6,0
311649,PDE,UI,cwindatt,VERIFIED,FIXED,restart needed to clean up target issues,5/5/2010 12:15,Curtis Windatt,Eclipse,PC,7,5/4/2010 22:03,Mac OS X - Carbon (unsup.),P3,jeffmcaffer,Jeff McAffer,normal,3.6 RC1,3.6,0
311991,PDE,UI,cwindatt,VERIFIED,FIXED,[Manifest][Editors] Browse for class attribute types fails to filter if only interface given,8/4/2010 11:53,Curtis Windatt,Eclipse,Other,7,5/6/2010 20:09,All,P3,stephan.herrmann,Stephan Herrmann,normal,3.7 M1,3.6,0
313190,PDE,UI,cwindatt,VERIFIED,FIXED,'Bundles/'Plug-ins' launch configuration tab does not honour dialog font,5/21/2010 11:28,Curtis Windatt,Eclipse,PC,6,5/17/2010 12:50,Windows XP,P3,remy.suen,Remy Suen,normal,3.6 RC2,3.6,0
313314,Platform,Debug,cwindatt,VERIFIED,FIXED,"Missing ""select all"" button in ""Debug Configuration"" -> ...",5/21/2010 10:18,Curtis Windatt,Eclipse,PC,8,5/18/2010 6:00,Linux,P3,boris.kairat,Boris Kairat,minor,3.6 RC2,3.6,0
313354,PDE,UI,cwindatt,VERIFIED,FIXED,[target] Finish button is enabled with nothing selected on add software site wizard,5/21/2010 11:38,Curtis Windatt,Eclipse,PC,6,5/18/2010 9:54,Linux,P3,cwindatt,Curtis Windatt,normal,3.6 RC2,3.6,0
313385,PDE,UI,cwindatt,VERIFIED,FIXED,Plug-ins view: change mnemonic in Import As from I to m,5/20/2010 4:09,Curtis Windatt,Eclipse,All,7,5/18/2010 12:12,All,P3,daniel_megert,Dani Megert,trivial,3.6 RC2,3.6,0
313392,PDE,UI,cwindatt,VERIFIED,FIXED,Support Import operations on 'Plug-in Dependencies' entries in Project and Package Explorer,9/13/2011 4:25,Curtis Windatt,Eclipse,All,13,5/18/2010 12:38,All,P3,darin.eclipse,Darin Wright,enhancement,3.8 M2,3.6,0
313409,PDE,UI,cwindatt,VERIFIED,FIXED,NPE during Add Artifact to Target Platform,9/3/2010 10:24,Curtis Windatt,Eclipse,PC,7,5/18/2010 13:42,Linux,P3,andrew.niefer,Andrew Niefer,normal,3.6.1,3.6,0
313952,PDE,UI,cwindatt,VERIFIED,FIXED,NPE from import page crashes Eclipse,9/9/2010 9:13,Curtis Windatt,Eclipse,PC,23,5/21/2010 13:52,All,P3,cwindatt,Curtis Windatt,major,3.6.1,3.6,1
315095,PDE,UI,cwindatt,VERIFIED,FIXED,[doc] Missing degredation comment for SchemaTraversePerfTest#testSchemaTraverse(),6/5/2010 9:51,Curtis Windatt,Eclipse,PC,4,5/31/2010 11:14,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.6 RC4,3.6,0
315359,PDE,Doc,cwindatt,VERIFIED,FIXED,Resize api-deprecation.png to fit Help center,6/2/2010 10:10,Curtis Windatt,Eclipse,PC,2,6/2/2010 5:02,Windows XP,P3,daniel_megert,Dani Megert,normal,3.6 RC4,3.6,0
315466,PDE,Doc,cwindatt,VERIFIED,FIXED,Add doc for PDE property pages,5/23/2011 4:39,Curtis Windatt,Eclipse,PC,3,6/2/2010 15:36,Windows XP,P3,cwindatt,Curtis Windatt,normal,3.7 RC2,3.6,0
318496,PDE,UI,cwindatt,VERIFIED,FIXED,"Plug-in Dependencies view: Jumpy ""Focus On..."" toolbar button",8/3/2010 4:53,Curtis Windatt,Eclipse,PC,3,6/30/2010 12:14,Windows XP,P3,markus_keller,Markus Keller,normal,3.7 M1,3.6,0
318582,PDE,Doc,cwindatt,VERIFIED,FIXED,Update the snapshot of extension points page,5/16/2011 15:21,Curtis Windatt,Eclipse,PC,4,7/1/2010 7:27,Windows XP,P3,ankur_sharma,Ankur Sharma,normal,3.7 RC1,3.7,0
319531,PDE,UI,cwindatt,VERIFIED,FIXED,PDE feature should be increased to 3.7.0,8/4/2010 9:05,Curtis Windatt,Eclipse,All,7,7/12/2010 6:58,All,P3,daniel_megert,Dani Megert,trivial,3.7 M1,3.6,0
319580,PDE,UI,cwindatt,VERIFIED,FIXED,Open Plug-in Artifact dialog shows wrong labels,8/3/2010 5:22,Curtis Windatt,Eclipse,PC,4,7/12/2010 10:27,Windows XP,P3,markus_keller,Markus Keller,normal,3.7 M1,3.6,0
319744,PDE,UI,cwindatt,VERIFIED,FIXED,Move to J2SE-1.5 BREE,12/1/2015 3:33,Curtis Windatt,Eclipse,All,12,7/13/2010 11:41,All,P3,darin.eclipse,Darin Wright,normal,4.3 M3,3.7,0
319790,PDE,UI,cwindatt,VERIFIED,FIXED,build.properties warning does not disappear after fixing BREE/buildpath,3/9/2011 14:30,Curtis Windatt,Eclipse,All,8,7/13/2010 16:44,All,P3,darin.eclipse,Darin Wright,normal,3.7 M6,3.7,0
319965,PDE,UI,cwindatt,VERIFIED,FIXED,New Feature Project->Referenced Plug-ins and Fragments multiselection functionality,9/14/2010 5:00,Curtis Windatt,Eclipse,All,12,7/15/2010 6:20,All,P3,petri.tuononen,Petri Tuononen,normal,3.7 M2,3.6,0
320123,PDE,UI,cwindatt,VERIFIED,FIXED,NPE : Cannot import project as source from target platform,8/30/2010 13:00,Curtis Windatt,Eclipse,PC,7,7/16/2010 12:08,Linux,P3,john.camelon,John Camelon,normal,3.6.1,3.6,0
320763,PDE,UI,cwindatt,VERIFIED,FIXED,[patch] SelfHostingProfile needs environment properties,9/15/2010 16:35,Curtis Windatt,Eclipse,All,8,7/23/2010 15:08,All,P3,gunnar,Gunnar Wagenknecht,normal,3.7 M2,3.7,0
320884,PDE,Doc,cwindatt,VERIFIED,FIXED,Update link to J2SE 1.4 Javadocs,8/3/2010 2:25,Curtis Windatt,Eclipse,PC,7,7/26/2010 6:58,Windows XP,P3,markus_keller,Markus Keller,normal,3.6.1,3.6.1,0
320933,PDE,UI,cwindatt,VERIFIED,FIXED,Confusing BREE quick fix proposal,8/4/2010 12:01,Curtis Windatt,Eclipse,PC,3,7/26/2010 12:48,Linux,P3,Michael_Rennie,Michael Rennie,normal,3.7 M1,3.6,0
320946,PDE,UI,cwindatt,VERIFIED,FIXED,Bad comparison in ProfileBundleContainer.isContentEqual(),8/30/2010 12:58,Curtis Windatt,Eclipse,All,5,7/26/2010 14:39,All,P3,Michael_Rennie,Michael Rennie,normal,3.6.1,3.6,0
321030,PDE,UI,cwindatt,VERIFIED,FIXED,NPE starting workbench,8/4/2010 12:01,Curtis Windatt,Eclipse,PC,4,7/27/2010 11:02,Linux,P3,Michael_Rennie,Michael Rennie,normal,3.7 M1,3.6,0
321870,PDE,UI,cwindatt,VERIFIED,FIXED,Target Export wizard does not produce repos,2/7/2013 10:52,Curtis Windatt,Eclipse,PC,13,8/5/2010 9:42,Mac OS X - Carbon (unsup.),P3,jeffmcaffer,Jeff McAffer,normal,3.7 M4,3.6,0
322572,PDE,API Tools,cwindatt,VERIFIED,FIXED,API Tools ant tasks should use links/profile metadata to discover bundles in an installation,1/26/2011 14:25,Curtis Windatt,Eclipse,PC,8,8/12/2010 14:21,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.7 M2,3.7,0
323287,PDE,UI,cwindatt,VERIFIED,FIXED,Plugin State view opens incorrect version of bundle,9/14/2010 5:07,Curtis Windatt,Eclipse,PC,3,8/20/2010 15:06,Linux,P3,andrew.niefer,Andrew Niefer,normal,3.7 M2,4,0
324336,PDE,UI,cwindatt,VERIFIED,FIXED,version 0.0.0 for .target resolves to '0 plug-ins available' when newer plug-ins are available in other software sites,9/3/2010 10:22,Curtis Windatt,Eclipse,All,21,9/2/2010 14:06,All,P3,ralf,Ralf Ebert,normal,3.6.1,3.6.1,0
324637,PDE,UI,cwindatt,VERIFIED,FIXED,Conflicting mnemonic in 'Edit Target Definition',10/26/2010 6:25,Curtis Windatt,Eclipse,PC,3,9/7/2010 6:25,Windows 7,P3,markus_keller,Markus Keller,normal,3.7 M3,3.7,0
324895,PDE,UI,cwindatt,VERIFIED,FIXED,pressing 'next' on plug-in import wizard first page can take time,10/27/2010 11:25,Curtis Windatt,Eclipse,PC,4,9/9/2010 15:22,Windows XP,P3,darin.eclipse,Darin Wright,normal,3.7 M3,3.7,0
325273,PDE,UI,cwindatt,VERIFIED,FIXED,[product] Product Properties don't get saved without plugin configuration,9/15/2010 10:00,Curtis Windatt,Eclipse,PC,3,9/14/2010 12:01,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 M2,3.7,0
325495,PDE,UI,cwindatt,VERIFIED,FIXED,"Import Plug-ins and fragments wizard ""Target Definitions..."" button",12/7/2010 15:58,Curtis Windatt,Eclipse,PC,9,9/16/2010 12:50,Windows XP,P3,carolynmacleod4,Carolyn MacLeod,normal,3.7 M4,3.7,0
326084,PDE,UI,cwindatt,VERIFIED,FIXED,ProfileChangeRequest should be created via API,10/27/2010 14:07,Curtis Windatt,Eclipse,PC,3,9/23/2010 13:53,Mac OS X - Carbon (unsup.),P3,dj.houghton,DJ Houghton,normal,3.7 M3,3.7,0
326263,PDE,UI,cwindatt,VERIFIED,FIXED,Windows File Locks are obtained on bundles exporting extension points and not released.,1/15/2012 20:12,Curtis Windatt,Eclipse,PC,10,9/26/2010 16:53,Windows XP,P3,edward.costello,Ed Costello,normal,3.6.2,3.7,5
326472,PDE,UI,cwindatt,VERIFIED,FIXED,Can't remove missing plug-in through the Target Definition editor,10/27/2010 16:17,Curtis Windatt,Eclipse,PC,6,9/28/2010 18:27,Windows 7,P3,eric.jain,Eric Jain,major,3.7 M3,4,0
326561,PDE,UI,cwindatt,VERIFIED,FIXED,Tracing tab is the new new dirty button,10/27/2010 14:09,Curtis Windatt,Eclipse,PC,6,9/29/2010 12:43,Linux,P3,Michael_Rennie,Michael Rennie,normal,3.7 M3,3.6,0
326679,PDE,API Tools,cwindatt,VERIFIED,FIXED,[regression] NPE running Ant task,11/1/2010 15:10,Curtis Windatt,Eclipse,All,5,9/30/2010 10:57,All,P3,Michael_Rennie,Michael Rennie,major,3.7 M3,3.6,0
326988,PDE,Doc,cwindatt,VERIFIED,FIXED,Explain 'scopepattern' and 'referencepattern' better on API Use Ant Task help page,5/17/2011 16:56,Curtis Windatt,Eclipse,PC,7,10/5/2010 5:53,Windows XP,P3,ankur_sharma,Ankur Sharma,normal,3.7 RC2,3.6,0
327218,PDE,UI,cwindatt,VERIFIED,FIXED,PluginContentMergeViewer leaks listeners,10/8/2010 2:01,Curtis Windatt,Eclipse,All,4,10/7/2010 8:08,All,P3,daniel_megert,Dani Megert,normal,3.7 M3,3.4,0
327371,PDE,UI,cwindatt,VERIFIED,FIXED,Plugin launch configuration does not include Bundle-Classpath jar files,9/24/2013 1:49,Curtis Windatt,Eclipse,PC,11,10/8/2010 19:37,Windows 7,P3,chrisdail,Chris Dail,normal,4.3 M1,3.7,3
327668,PDE,UI,cwindatt,VERIFIED,FIXED,[target] Target provisioning should use local artifact repos,12/8/2010 15:52,Curtis Windatt,Eclipse,PC,7,10/13/2010 10:26,Mac OS X - Carbon (unsup.),P3,jeffmcaffer,Jeff McAffer,enhancement,3.7 M4,3.6,0
328179,PDE,API Tools,cwindatt,VERIFIED,FIXED,UseScanParser ignores result of visit methods,11/22/2010 14:58,Curtis Windatt,Eclipse,PC,7,10/19/2010 16:56,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 M4,3.7,0
328467,PDE,UI,cwindatt,VERIFIED,FIXED,double clicking on required features does not open feature,11/1/2013 7:25,Curtis Windatt,Eclipse,All,9,10/22/2010 8:50,All,P3,jeffmcaffer,Jeff McAffer,normal,4.3 M3,3.7,0
328686,PDE,UI,cwindatt,VERIFIED,FIXED,Conflicting mnemonic in 'Edit Target Definition' Tab,12/7/2010 16:12,Curtis Windatt,Eclipse,PC,3,10/26/2010 6:25,All,P3,ankur_sharma,Ankur Sharma,normal,3.7 M4,3.7,0
328849,PDE,UI,cwindatt,VERIFIED,FIXED,Preference page should use sentence casing for groups,12/7/2010 16:12,Curtis Windatt,Eclipse,PC,3,10/27/2010 11:44,Linux,P3,cwindatt,Curtis Windatt,minor,3.7 M4,3.7,0
328928,PDE,UI,cwindatt,VERIFIED,FIXED,[target] use a unique p2 agent,12/8/2010 15:30,Curtis Windatt,Eclipse,PC,11,10/28/2010 10:00,Mac OS X - Carbon (unsup.),P3,jeffmcaffer,Jeff McAffer,normal,3.7 M4,3.7,0
328929,PDE,UI,cwindatt,VERIFIED,FIXED,[target] Would you like source with that?,12/7/2010 16:13,Curtis Windatt,Eclipse,PC,20,10/28/2010 10:08,Mac OS X - Carbon (unsup.),P3,jeffmcaffer,Jeff McAffer,enhancement,3.7 M4,3.7,0
329218,PDE,API Tools,cwindatt,VERIFIED,FIXED,Provide a consumer based report launch config UI,11/22/2010 15:41,Curtis Windatt,Eclipse,PC,6,11/1/2010 15:39,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 M4,3.7,0
329811,Platform,Debug,cwindatt,VERIFIED,FIXED,Compiler warnings in N20101108-2000 build,5/6/2011 17:44,Curtis Windatt,Eclipse,PC,4,11/9/2010 10:20,Windows 7,P3,Olivier_Thomann,Olivier Thomann,normal,3.7 M4,3.7,0
329812,JDT,Debug,cwindatt,VERIFIED,FIXED,Compiler warnings in N20101108-2000 build,5/6/2011 17:43,Curtis Windatt,Eclipse,PC,3,11/9/2010 10:21,Windows 7,P3,Olivier_Thomann,Olivier Thomann,normal,3.7 M4,3.7,0
329945,PDE,Doc,cwindatt,VERIFIED,FIXED,New screenshot for API Use Report launch tab,5/16/2011 15:46,Curtis Windatt,Eclipse,PC,5,11/10/2010 15:20,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 RC1,3.7,0
330278,PDE,UI,cwindatt,VERIFIED,FIXED,PackageFinder.findPackagesInClassFiles may produce invalid package names,8/4/2011 17:00,Curtis Windatt,Eclipse,All,5,11/15/2010 14:53,All,P3,gunnar,Gunnar Wagenknecht,normal,3.8 M1,3.7,0
330648,PDE,UI,cwindatt,VERIFIED,FIXED,Syntax error in plugin.xml should not be written to System.out,12/7/2010 14:06,Curtis Windatt,Eclipse,PC,5,11/19/2010 6:03,Windows 7,P3,markus_keller,Markus Keller,normal,3.7 M4,3.7,0
330685,PDE,UI,cwindatt,VERIFIED,FIXED,'Error Log' view's 'Log Filters' dialog should support multiselection in its list of stack trace elements,12/7/2010 13:57,Curtis Windatt,Eclipse,All,3,11/19/2010 12:28,All,P3,remy.suen,Remy Suen,normal,3.7 M4,3.7,0
330718,PDE,UI,cwindatt,VERIFIED,FIXED,NPE setting extra classpath entry,12/7/2010 6:52,Curtis Windatt,Eclipse,PC,3,11/19/2010 16:51,Linux,P3,andrew.niefer,Andrew Niefer,normal,3.7 M4,3.7,0
330947,PDE,API Tools,cwindatt,VERIFIED,FIXED,Investigate support for generating .api_description files for bundles that are not API tools enabled,1/25/2011 4:56,Curtis Windatt,Eclipse,All,9,11/23/2010 12:36,All,P3,Michael_Rennie,Michael Rennie,enhancement,3.7 M5,3.7,0
331262,PDE,UI,cwindatt,VERIFIED,FIXED,"[patch] Make ""Open Manifest"" bound to a command",4/16/2013 10:09,Curtis Windatt,Eclipse,PC,9,11/26/2010 19:54,Windows 7,P3,sam.davis,Sam Davis,normal,3.8 M2,3.6,0
331332,PDE,UI,cwindatt,VERIFIED,FIXED,"[target] Target editor should update its content, if the target file was edited with another eclipse editor",1/25/2011 5:05,Curtis Windatt,Eclipse,PC,8,11/29/2010 7:41,Windows 7,P3,felix.riegger,Felix Riegger,normal,3.7 M5,4,0
331612,PDE,Doc,cwindatt,VERIFIED,FIXED,Update general preference page documentation and screenshots,5/16/2011 15:40,Curtis Windatt,Eclipse,PC,3,12/1/2010 16:27,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 RC1,3.7,0
331670,PDE,UI,cwindatt,VERIFIED,FIXED,"""Workspace Cannot Be Locked"" dialog should have an edit button",12/7/2010 11:40,Curtis Windatt,Eclipse,PC,6,12/2/2010 9:21,Windows 7,P3,markus_keller,Markus Keller,enhancement,3.7 M4,3.7,0
331807,PDE,API Tools,cwindatt,VERIFIED,FIXED,NPE makes API Use Scan Pref Page unusable,12/7/2010 13:56,Curtis Windatt,Eclipse,PC,7,12/3/2010 14:01,Windows 7,P3,cwindatt,Curtis Windatt,normal,3.7 M4,3.7,0
331858,PDE,Doc,cwindatt,VERIFIED,FIXED,Add help doc for api use scan pref page,5/16/2011 17:35,Curtis Windatt,Eclipse,PC,6,12/5/2010 2:39,Windows XP,P3,ankur_sharma,Ankur Sharma,normal,3.7 RC1,3.7,0
331954,PDE,API Tools,cwindatt,VERIFIED,FIXED,Polish Use Scan Feature II,1/26/2011 12:49,Curtis Windatt,Eclipse,All,5,12/6/2010 16:06,All,P3,Michael_Rennie,Michael Rennie,normal,3.7 M5,3.7,0
331958,PDE,API Tools,cwindatt,VERIFIED,FIXED,API Use Scan problem description can get too long,12/13/2010 14:14,Curtis Windatt,Eclipse,PC,6,12/6/2010 16:51,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 M5,3.7,0
332138,PDE,UI,cwindatt,VERIFIED,FIXED,Stack overflow in P2TargetUtils,12/10/2010 9:34,Curtis Windatt,Eclipse,PC,7,12/8/2010 10:23,Linux,P3,andrew.niefer,Andrew Niefer,normal,3.7 M4,3.7,0
332150,PDE,API Tools,cwindatt,VERIFIED,FIXED,Modifying directory on api use report configuration does not make tab dirty,12/13/2010 14:55,Curtis Windatt,Eclipse,PC,4,12/8/2010 11:42,Linux,P3,cwindatt,Curtis Windatt,normal,3.7 M5,3.7,0
332325,PDE,API Tools,cwindatt,VERIFIED,FIXED,Provide problem/reference counts in xml from Analysis and Use Scan tasks,4/26/2011 5:17,Curtis Windatt,Eclipse,PC,16,12/10/2010 12:25,Windows XP,P3,pjparapo,Peter Parapounsky,enhancement,3.7 M7,3.7,0
332335,PDE,UI,cwindatt,VERIFIED,FIXED,Fix for wrong usages of affect* and effect*,1/26/2011 13:03,Curtis Windatt,Eclipse,PC,3,12/10/2010 14:54,Windows XP,P3,Michael_Rennie,Michael Rennie,trivial,3.7 M5,3.6,0
332606,PDE,UI,cwindatt,VERIFIED,FIXED,IllegalArgumentException in BundleManifestSourceLocationManager,5/16/2011 17:06,Curtis Windatt,Eclipse,PC,8,12/15/2010 4:28,Windows 7,P3,gunnar,Gunnar Wagenknecht,normal,3.7 RC1,3.7,0
332765,PDE,UI,cwindatt,VERIFIED,FIXED,NPE when trying to import projects from a repo for running platform,1/26/2011 12:53,Curtis Windatt,Eclipse,PC,6,12/16/2010 11:46,Windows XP,P3,tomasz.zarna,Tomasz Zarna,normal,3.7 M5,3.7,0
333533,PDE,UI,cwindatt,VERIFIED,FIXED,Invalid thread access on 'add depenencies' in Manifest editor,9/14/2011 5:49,Curtis Windatt,Eclipse,PC,9,1/5/2011 3:25,Windows 7,P3,gunnar,Gunnar Wagenknecht,normal,3.8 M2,3.7,0
333658,PDE,API Tools,cwindatt,VERIFIED,FIXED,Polish Use Scan Feature III,1/26/2011 12:49,Curtis Windatt,Eclipse,PC,5,1/6/2011 10:20,Linux,P3,cwindatt,Curtis Windatt,enhancement,3.7 M5,3.7,0
333788,PDE,UI,cwindatt,VERIFIED,FIXED,Internal error when trying to update a feature.xml file,1/25/2011 5:24,Curtis Windatt,Eclipse,PC,3,1/7/2011 16:38,Windows 7,P3,Olivier_Thomann,Olivier Thomann,normal,3.7 M5,3.7,0
